Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN TRANSPORTE,16500,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/06/2013,INCUBADORA RN MOVEL,20199,NÃO
UTI NEO,01/06/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,6982,NÃO
CENTRO CIRURGICO,21/05/2013,PROCTOSIGMOIDOSCOPIO,1950,NÃO
AMBULATÓRIO CENTRAL,21/03/2012,ESFIGMOMANOMETRO ANEROIDE,50,NÃO
ENDOSCOPIA - TORRE 8,16/10/2013,PROCESSADORA IMAGEM VIDEO,0,NÃO
ENDOSCOPIA - TORRE 7,16/10/2013,PROCESSADORA VIDEO ENDOSCOPIA,0,NÃO
ENDOSCOPIA - TORRE 11,16/10/2013,PROCESSADORA IMAGEM VIDEO,0,NÃO
ENDOSCOPIA - TORRE 9,16/10/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - TORRE 8,16/10/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - TORRE 7,16/10/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - TORRE 11,16/10/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - TORRE 9,16/10/2013,IMPRESSORA VIDEO,0,NÃO
ENDOSCOPIA - TORRE 3,16/10/2013,IMPRESSORA VIDEO,0,NÃO
ENDOSCOPIA - TORRE 4,16/10/2013,IMPRESSORA VIDEO,0,NÃO
ENDOSCOPIA - TORRE 11,16/10/2013,IMPRESSORA VIDEO,0,NÃO
ENDOSCOPIA - TORRE 9,16/10/2013,MONITOR VIDEO,0,NÃO
ENDOSCOPIA - TORRE 8,16/10/2013,MONITOR VIDEO,0,NÃO
ENDOSCOPIA - TORRE 7,16/10/2013,MONITOR VIDEO,0,NÃO
ENDOSCOPIA - TORRE 11,16/10/2013,MONITOR VIDEO,227800,NÃO
AMBULATORIO CENTRAL,07/05/2013,NASOFARINGOSCOPIO,"102146,06",NÃO
ENDOSCOPIA - 19,30/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA - 20,03/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA,30/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA - 22,04/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA - 23,28/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA - 24,04/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA,28/03/2013,VIDEO COLONOSCOPIO,244450,NÃO
ENDOSCOPIA,16/10/2013,VIDEO GASTROSCOPIO,0,NÃO
ENDOSCOPIA - 2,16/10/2013,VIDEO GASTROSCOPIO,227800,NÃO
ENDOSCOPIA - 3,16/10/2013,VIDEO GASTROSCOPIO,227800,NÃO
ENDOSCOPIA - 4,16/10/2013,VIDEO GASTROSCOPIO,0,NÃO
ENDOSCOPIA - 5,09/04/2013,GASTROSCOPIO FLEXIVEL,227800,NÃO
ENDOSCOPIA,16/10/2013,GASTROSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - 7,13/03/2013,GASTROSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA,16/10/2013,GASTROSCOPIO FLEXIVEL,0,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,05/05/2013,INSUFLADOR LAPAROSCOPIA,185000,NÃO
AMBULATÓRIO GINECOLOGIA E OBSTETRÍCIA,04/05/2013,CAMERA VIDEO,185000,NÃO
AMBULATÓRIO GINECOLOGIA E OBSTETRÍCIA,05/05/2013,FONTE LUZ FIBRA OPTICA,185000,NÃO
ENDOSCOPIA - TORRE 2,16/07/2013,PROCESSADORA VIDEO ENDOSCOPIA,863000,NÃO
ENDOSCOPIA - TORRE 5,16/07/2013,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,0,NÃO
ENDOSCOPIA - TORRE 5,16/07/2013,IMPRESSORA VIDEO,0,NÃO
ENDOSCOPIA,16/07/2013,TECLADO,0,NÃO
ENDOSCOPIA,16/07/2013,VIDEO GASTROSCOPIO,0,NÃO
ENDOSCOPIA,16/07/2013,VIDEO GASTROSCOPIO,0,NÃO
ENDOSCOPIA - TORRE 5,16/07/2013,MONITOR VIDEO,0,NÃO
RADIOLOGIA,24/05/2012,SIS RADIOGRAFICO-FLUOROSCOPICO,390500,NÃO
AMBULATORIO CENTRAL,24/05/2010,IMPEDANCIOMETRO TIMPANOMETRICO,12621,NÃO
CENTRO CIRÚRGICO - SALA 15,28/02/2012,FOCO CIRURGICO,18590,NÃO
CENTRO CIRÚRGICO - SALA 16,28/02/2012,FOCO CIRURGICO,18590,NÃO
CENTRO CIRURGICO - SALA 14,28/02/2012,FOCO CIRURGICO,18590,NÃO
CENTRO CIRÚRGICO - SALA 11,28/02/2012,FOCO CIRURGICO,18590,NÃO
MATERNIDADE,22/11/1990,BERCO AQUECIDO,"0,08",NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,10/04/2012,ESFIGMOMANOMETRO ANEROIDE,50,NÃO
AMBULATORIO CENTRAL - FONOAUDIOLOGIA,31/12/2012,SIS TRIAGEM AUDITIVA RN,0,NÃO
MATERNIDADE,15/08/2013,ESFIGMOMANOMETRO ANEROIDE,"552,5",NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,21/05/2013,DOPPLER TRANSCRANIANO,5000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/05/2012,ANA LAB IMUNOENSAIO FLUORIMETRICO,40000,NÃO
CENTRO CIRURGICO,11/12/2012,UNI ANESTESIA,71900,NÃO
ENDOSCOPIA,11/12/2012,UNI ANESTESIA,71900,NÃO
CENTRO CIRURGICO,11/12/2012,UNI ANESTESIA,71900,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,13/03/2001,VENTILADOR UTI,15000,NÃO
PRONTO SOCORRO,13/11/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 02,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO,07/10/2013,BOMBA INFUSAO USO GERAL,0,NÃO
INTERNAÇÃO ONCOLOGIA,07/10/2013,BOMBA INFUSAO USO GERAL,0,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
CLÍNICA MÉDICA,13/11/2013,CAMA ELETRICA,869000,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRÚRGICA 2,09/05/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 2,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,07/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE SAUDE DA MULHER,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,08/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,08/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,21/05/2013,CAMA ELETRICA,8690,NÃO
ELETROENCEFALOGRAFIA,08/05/2013,CAMA ELETRICA,8690,NÃO
CENTRO CIRURGICO,11/09/2013,ASPIRADOR CIRURGICO,2900,NÃO
CENTRO OBSTÉTRICO,11/09/2013,ASPIRADOR CIRURGICO,2900,NÃO
CENTRO OBSTÉTRICO,11/09/2013,ASPIRADOR CIRURGICO,2900,NÃO
ENDOSCOPIA,11/09/2013,ASPIRADOR CIRURGICO,2900,NÃO
CENTRO CIRURGICO,11/09/2013,ASPIRADOR CIRURGICO,2900,NÃO
UTI NEO,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEO,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
MATERNIDADE,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEO,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEONATAL,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEO,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEO,11/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
UTI NEO,09/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,3300,NÃO
GERENCIA DE PRONTO SOCORRO,22/06/2003,OXIMETRO PULSO,"6401,38",NÃO
CIRURGICA 2,05/03/2007,BALANCA ELETRONICA,2790,NÃO
NEFROLOGIA,15/10/2001,BALANCA PACIENTE PLATAFORMA ELETRONICA,"876,28",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,17/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,6982,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,15/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
GERÊNCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,15/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,16/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,16/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
MOLÉSTIAS INFECCIOSAS,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,13/11/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,13/11/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,25/04/2000,MICROSCOPIO LAB FLUORESCENCIA,"20896,04",NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,16/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ONCOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,13/11/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,21/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DE PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,15/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
ENFERMARIA DA PEDIATRIA,16/05/2013,CAMA ELETRICA,8690,NÃO
QUIMIOTERAPIA,16/05/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,08/05/2013,REANIMADOR PULMONAR PNEUMATICO,1398,NÃO
ONCOLOGIA,18/12/2013,UNI ANESTESIA,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/12/2002,VENTILADOR UTI,11309,NÃO
CREDESH,25/01/2007,LEITORA MICROPLACA,17900,NÃO
CENTRO CIRÚRGICO,24/03/2011,MONITOR MULTIPARAMETRICO,48600,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,17/07/2013,BALANCA PACIENTE INFANTIL ELETRONICA,650,NÃO
GERENCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
GERÊNCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,21/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE GESTÃO DA PESQUISA,16/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,21/05/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO - D.E,21/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE GESTÃO DA PESQUISA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 05,21/05/2013,CAMA ELETRICA,8690,NÃO
CLINICA MEDICA,16/05/2013,CAMA ELETRICA,8690,NÃO
QUIMIOTERAPIA,21/05/2013,ESFIGMOMANOMETRO ANEROIDE,8690,NÃO
CENTRO OBSTÉTRICO,21/05/2013,CAMA ELETRICA,8690,NÃO
GERÊNCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 2,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 05,16/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
MATERNIDADE,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/03/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
QUIMIOTERAPIA,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
PRONTO SOCORRO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,14900,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,13/11/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,21/05/2013,CAMA ELETRICA,8690,NÃO
AMBULATORIO CENTRAL - FONO,04/06/2012,SIS TRIAGEM AUDITIVA RN,37365,NÃO
FONOAUDIOLOGIA,06/11/2010,ESTIMULADOR ACUSTICO AUDITIVO,18874,NÃO
PEDIATRIA,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
AMBULATÓRIO DE PEDIATRIA,11/03/2009,BALANCA ELETRONICA,"863,94",NÃO
ECOCARDIOGRAFIA,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
ENDOSCOPIA,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
ECOCARDIOGRAFIA,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
ENDOSCOPIA,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
AMBULATORIO CENTRAL,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
PEQUENAS CIRURGIAS - SALA 38,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
ENDOSCOPIA,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
RADIOLOGIA,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
AMBULATORIO CENTRAL,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
RADIOLOGIA,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
PRONTO SOCORRO,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
CLINICA MEDICA,12/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
GERENCIA DE PRONTO SOCORRO,14/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
GERÊNCIA DE PRONTO SOCORRO,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
GERENCIA DE PRONTO SOCORRO,13/01/2013,MONITOR MULTIPARAMETRICO,5550,NÃO
LACTARIO,14/04/2009,BALANCA ELETRONICA,965,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
ELETROENCEFALOGRAFIA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO OBSTÉTRICO,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,13/11/2013,CAMA ELETRICA,8690,NÃO
PRONTO SOCORRO - CARDIOLOGIA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 02,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 02,21/05/2013,CAMA ELETRICA,8690,NÃO
