Número de Série,Tipo Equipamento,Marca,Modelo,Sigla US,Órgão,Grupo,Localização,Data Aquisição,Valor,Próprio,Garantia,Parecer Desativação,Desativado,Baixado,Aprovado,Permitir O.S,Crítico
,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROMECANICA,FARMÁCIA - UTI ADULTO,03/10/2007,600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
4617,ESPECTROFOTOMETRO,CELM,E-225-D,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/10/2007,4600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
31603,FREEZER LAB MULTIUSO VERTICAL,INDREL,CLC-504-D,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANÁLISES CLINICAS,07/12/2007,16558,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0065550312,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRÚRGICO,13/05/2012,32000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0065600312,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRÚRGICO,13/05/2012,32000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0065610312,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROMECANICA,CENTRO CIRÚRGICO,13/05/2012,32000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0065630312,MESA CIRURGICA,BARRFAB,BF-683,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,13/05/2012,32000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,CENTRIFUGA B B V REFRIGERADA,CIENTEC,CT-6000-R,HC,UNIDADE DE CABEÇA E PESCOÇO,DEL - ELETROELETRONICA,BANCO DE OLHOS,09/05/2008,16800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,ANA LAB HEM COAGULACAO,FAJ,MCA-2000,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,HEMODINAMICA,30/01/2009,4100,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,SENSOR OXIMETRO PULSO,NELLCOR,OXIMAX,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATÓRIO CENTRAL,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,SERRA GESSO ELETRICA,NEVONI,18018,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,AMBULATORIO TRAUMATOLOGIA,28/08/2009,1035,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,ESFIGMOMANOMETRO AUTOMATICO ELETRONICO,OMRON,HEM-781-INT,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - LAB. CALIBRAÇÃO,BIOENGENHARIA,11/11/2011,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,NÃO
BM03190410,BANHO FLUTUACAO TECIDO,OMA,MJ-72,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,19/04/2010,958,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0110,BANHO FLUTUACAO TECIDO,OMA,MJ-72,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,22/04/2010,958,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OTO-OFTALMOSCOPIO,WELCH ALLYN,11720,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,21/03/2013,2186,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OTO-OFTALMOSCOPIO,WELCH ALLYN,11720,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,21/03/2013,2186,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
Y4A403,LEITOR CODIGO BARRAS,SYMBOL,LS-2208,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROMECANICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,03/09/2013,"418,7",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B0J017MSBR,LEITOR CODIGO BARRAS,SYMBOL,LS-2208,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,27/06/2014,382,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,LEITOR CODIGO BARRAS,SYMBOL,LS-2208,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,27/06/2014,382,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OFTALMOSCOPIO,HEINE,MINI-3000,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROELETRONICA,FONOAUDIOLOGIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
00045389000001001,POLTRONA DIALISE/DOADOR,HOSPIMETAL,HM-2054-D,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,SETOR DE NEFROLOGIA,24/10/2014,"8956,45",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
00045387000002001,POLTRONA DIALISE/DOADOR,HOSPIMETAL,HM-2054-D,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,24/10/2014,"8956,45",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20140711563F,BALANCA ELETRONICA,OMRON,HN-289,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA CORONARIANA,17/03/2015,80,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
257414,INTERFACE DADOS,OTOMETRICS,HI PRO,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,03/11/2021,4200,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OFTALMOSCOPIO,HEINE,MINI-3000,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROELETRONICA,FONOAUDIOLOGIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OFTALMOSCOPIO,HEINE,MINI-3000,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROELETRONICA,FONOAUDIOLOGIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OFTALMOSCOPIO,HEINE,MINI-3000,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROELETRONICA,FONOAUDIOLOGIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROMECANICA,SETOR DE FARMÁCIA CLÍNICA - FARMÁCIA CENTRAL,09/06/2015,1250,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
170434,DISPENSADOR PARAFINA,LUPETEC,DP-2010,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,20/02/2017,3220,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B10FP9,LEITOR CODIGO BARRAS,SYMBOL,LS-2208,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/07/2017,300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B10FVM,LEITOR CODIGO BARRAS,SYMBOL,LS-2208,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,12/07/2017,300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B10FVT,LEITOR CODIGO BARRAS,SYMBOL,LS-2208-SR-20001-BR U,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,12/07/2017,300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B10FV4,LEITOR CODIGO BARRAS,SYMBOL,LS-2208-SR-20001-BR U,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,29/06/2017,300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1615261,BOMBA ORDENHA,MEDELA AG MEDICAL,SYMPHONY,HC,UNIDADE DE NUTRIÇÃO CLÍNICA (LACTÁRIO),DEL - ELETROELETRONICA,LACTARIO,26/10/2017,"14366,86",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
160200,DETECTOR FETAL US CORACAO,MEDPEJ,DF-7000-D,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,25/01/2018,1100,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
163465,DETECTOR FETAL US CORACAO,MEDPEJ,DF-7001,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTETRICO,06/02/2018,768,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
008807,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROMECANICA,FARMÁCIA DA ONCOLOGIA,19/06/2018,1150,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
BE1800574,BALANCA ELETRONICA PRECISAO,BEL,L-163 I,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,10/08/2018,262560,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
008858/00135425,REFRIGERADOR FARMACIA VERTICAL,INDREL,RC-504-D,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROELETRONICA,FARMÁCIA ONCOLOGIA,25/09/2018,18650,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,OXIMETRO PULSO,ALFAMED,SENSE-10,HC,UNIDADE DE ATENÇÃO FAMILIAR E DOS CUIDADOS PALIATIVOS,DEL - ELETROELETRONICA,SERVICO DE ATENCAO DOMICILIAR,24/09/2018,1285,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
B669118,FOTOTERAPIA UV,PROLUMINA,UVB NARROW BAND,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROMECANICA,AMBULATÓRIO CENTRAL,13/09/2018,14700,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROMECANICA,AMBULATÓRIO GENECOLOGIA E OBSTETRÍCIA,14/12/2018,3920,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,3920,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,392000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,392000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,392000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,392000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,392000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATORIO GINECOLOGIA E OBSTETRICIA,14/12/2018,3920,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MIKATOS,009-CLIN,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROMECANICA,AMBULATÓRIO GENECOLOGIA E OBSTETRÍCIA,14/12/2018,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
MFD2A017006025,DETECTOR FETAL US CORACAO,MD,FD-200-A,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATÓRIO GINECOLOGIA E OBSTETRÍCIA,24/05/2017,"718,2",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
MFD2A017006026,DETECTOR FETAL US CORACAO,MD,FD-200-A,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,AMBULATÓRIO GINECOLOGIA E OBSTETRÍCIA,08/09/2017,"1544,4",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1253,BANHO FLUTUACAO TECIDO,ANCAP,HISTOLÓGICO,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,07/05/2019,1150,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
P2183,PANELA PRESSAO,BIO SB,TINTORETRIEVER,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,03/11/2021,12100,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROELETRONICA,FÁRMACIA ONCOLOGIA,30/12/2020,1430,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,SELADOR PACOTE,FRAMAC,3000,HC,UNIDADE DE FARMÁCIA CLÍNICA E DISPENSAÇÃO FARMACÊUTICA,DEL - ELETROELETRONICA,FARMÁCIA - UTI ADULTO,03/11/2021,1430,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1912449,INTERFACE DADOS,OTOMETRICS,HI PRO-2,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,13/01/2021,4525,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
1912482,INTERFACE DADOS,OTOMETRICS,HI PRO,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - ELETROELETRONICA,AMBULATORIO CENTRAL,13/01/2021,4525,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030W05064,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2010,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,04/11/2003,"16677,27",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
015885,PECA MAO CIRURGICA,SYNTHES,TRS MODULAR DRIVE,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,04/10/2019,86200,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,FOCO CLINICO,MEDPEJ,FC-3000,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,UTI PEDIATRICA,22/03/2007,303,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
020646285,ESFIGMOMANOMETRO ANEROIDE,BD,ADULTO,HC,UNIDADE DE SAÚDE DA MULHER,DEL - LAB. CALIBRAÇÃO,AMBULATÓRIO DE GINECOLOGIA OBSTETRÍCIA,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
19503000255,NOBREAK,SMS,ΜSR-3100-BI,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA - TORRE 2,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
030I0265S,MOD PRESSAO INVASIVA,DIXTAL,IBP,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
FZ8139,BALANCA PACIENTE INFANTIL,FANEM,PN-91-TS,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,02/07/2003,"7570,29",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
090198,AGITADOR LAB,BENFER,BAK-250-D,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,27/01/1998,384,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
036/10,CADEIRA EXAME-TRATAMENTO,APRAMED,ELITE-1,HC,UNIDADE DE REABILITAÇÃO,DEL - ELETROMECANICA,FONOAUDIOLOGIA - SALA 12,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
01000346,FOCO CIRURGICO,HANAULUX,HERAEUS,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTETRICO,03/07/2002,"10793,79",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
04004463LF,ESFIGMOMANOMETRO AUTOMATICO OSCILOMETRICO,OMRON,HBP-1100,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,22/08/2022,1412,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
2122046,FIBROSCOPIO INTUBACAO,KARL STORZ,11302-BD-2,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,11/11/2011,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
453561234313,IMPRESSORA VIDEO,SONY,UP D-897,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,ECOCARDIOGRAFIA,31/07/2008,"2632,15",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,MICROSCOPIO LAB,OLYMPUS,BX-41-BF III,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,LABORATÓRIO DE PATOLOGIA,17/12/2008,41000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
9VCANK07,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,TRANSPLANTES,26/07/2009,51000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
9VCANK06,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,TRANSPLANTES,26/07/2009,51000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
05726,FONTE LUZ,MICROEM,FC-300,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,31/12/2006,500,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
05727,FONTE LUZ,MICROEM,FC-300,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,31/12/2006,500,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
060307302,ELETROCARDIOGRAFO,DIXTAL,EP-3,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,25/01/2007,2790,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
060529002863,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-410,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,01/11/2010,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
060529002891,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-410,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,04/09/1997,1618,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
060L04729,MOD PRESSAO INVASIVA,DIXTAL,IBP,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,31/12/1899,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0VACVK65,UNI HEMODIALISE,FRESENIUS,4008-S,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,14/01/2010,53300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
09400411,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,CARDIOLOGIA,11/03/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
09400511,ELETROCARDIOGRAFO,TEB,ECG PC,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,CARDIOLOGIA,11/03/2010,2496,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
846057,MICROSCOPIO LAB,NIKON,ECLIPSE E-200,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,10/02/2011,4050,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
,BALANCA PACIENTE PLATAFORMA ELETRONICA,LIDER,P-150-C,HC,SETOR DE CONTRATUALIZAÇÃO E REGULAÇÃO,DEL - LAB. CALIBRAÇÃO,AMBULATORIO CENTRAL,17/08/2010,905,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
MMP3302,MONITOR MULTIPARAMETRICO,ADIB JATENE,MONICARD,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA DE PEDIATRIA,17/08/2010,2750,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
US00577779,DESFIBRILADOR-CARDIOVERSOR,PHILIPS,HEARTSTART XL,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,14/10/2010,24800,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
0696015,ESFIGMOMANOMETRO ANEROIDE,WENZHOU KANGJU,BR-20-D,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - LAB. CALIBRAÇÃO,NEFROLOGIA,11/11/2011,60,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
071126008371,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-810,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA DA PEDIATRIA,30/06/2008,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
071126008373,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-810,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,30/06/2008,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
071126008375,UMIDIFICADOR AQUECEDOR,FISHER PAYKEL,MR-810,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA ADULTO,25/09/2019,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6810220175,LEITOR CODIGO BARRAS,HONEYWELL,MS-3580,HC,UNIDADE DE HEMATOLOGIA E HEMOTERAPIA,DEL - ELETROELETRONICA,AGENCIA TRANSFUSIONAL,01/03/2016,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
6810220233,LEITOR CODIGO BARRAS,HONEYWELL,MS-3580,HC,UNIDADE DE HEMATOLOGIA E HEMOTERAPIA,DEL - ELETROELETRONICA,AGENCIA TRANSFUSIONAL,26/11/2013,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
314011,SELADOR PACOTE,R BAIAO,3141,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,MATERIAIS E ESTERILIZAÇÃO,11/11/2011,5000,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
